Image 0, true label: 5, predicted label: 4, accumulative accuracy: 0.0
Image 1, true label: 5, predicted label: 2, accumulative accuracy: 0.0
Image 2, true label: 5, predicted label: 5, accumulative accuracy: 0.3333333333333333
Image 3, true label: 5, predicted label: 5, accumulative accuracy: 0.5
Image 4, true label: 5, predicted label: 5, accumulative accuracy: 0.6
Image 5, true label: 5, predicted label: 5, accumulative accuracy: 0.6666666666666666
Image 6, true label: 5, predicted label: 5, accumulative accuracy: 0.7142857142857143
Image 7, true label: 5, predicted label: 2, accumulative accuracy: 0.625
Image 8, true label: 5, predicted label: 5, accumulative accuracy: 0.6666666666666666
Image 9, true label: 5, predicted label: 8, accumulative accuracy: 0.6
total cycles (32767 Hz): 581781
Image 10, true label: 5, predicted label: 2, accumulative accuracy: 0.5454545454545454
Image 11, true label: 5, predicted label: 2, accumulative accuracy: 0.5
Image 12, true label: 5, predicted label: 5, accumulative accuracy: 0.5384615384615384
Image 13, true label: 5, predicted label: 5, accumulative accuracy: 0.5714285714285714
Image 14, true label: 5, predicted label: 2, accumulative accuracy: 0.5333333333333333
Image 15, true label: 5, predicted label: 2, accumulative accuracy: 0.5
Image 16, true label: 5, predicted label: 5, accumulative accuracy: 0.5294117647058824
Image 17, true label: 5, predicted label: 5, accumulative accuracy: 0.5555555555555556
Image 18, true label: 5, predicted label: 4, accumulative accuracy: 0.5263157894736842
Image 19, true label: 5, predicted label: 2, accumulative accuracy: 0.5
total cycles (32767 Hz): 581793
Image 20, true label: 5, predicted label: 5, accumulative accuracy: 0.5238095238095238
Image 21, true label: 5, predicted label: 2, accumulative accuracy: 0.5
Image 22, true label: 5, predicted label: 2, accumulative accuracy: 0.4782608695652174
Image 23, true label: 5, predicted label: 5, accumulative accuracy: 0.5
Image 24, true label: 5, predicted label: 5, accumulative accuracy: 0.52
Image 25, true label: 5, predicted label: 4, accumulative accuracy: 0.5
Image 26, true label: 5, predicted label: 8, accumulative accuracy: 0.48148148148148145
Image 27, true label: 5, predicted label: 2, accumulative accuracy: 0.4642857142857143
Image 28, true label: 5, predicted label: 2, accumulative accuracy: 0.4482758620689655
Image 29, true label: 5, predicted label: 5, accumulative accuracy: 0.4666666666666667
total cycles (32767 Hz): 581798
Image 30, true label: 5, predicted label: 5, accumulative accuracy: 0.4838709677419355
Image 31, true label: 5, predicted label: 5, accumulative accuracy: 0.5
Image 32, true label: 5, predicted label: 5, accumulative accuracy: 0.5151515151515151
Image 33, true label: 5, predicted label: 2, accumulative accuracy: 0.5
Image 34, true label: 5, predicted label: 2, accumulative accuracy: 0.4857142857142857
Image 35, true label: 5, predicted label: 2, accumulative accuracy: 0.4722222222222222
Image 36, true label: 5, predicted label: 5, accumulative accuracy: 0.4864864864864865
Image 37, true label: 5, predicted label: 5, accumulative accuracy: 0.5
Image 38, true label: 5, predicted label: 5, accumulative accuracy: 0.5128205128205128
Image 39, true label: 5, predicted label: 5, accumulative accuracy: 0.525
total cycles (32767 Hz): 581776
Image 40, true label: 5, predicted label: 5, accumulative accuracy: 0.5365853658536586
Image 41, true label: 5, predicted label: 5, accumulative accuracy: 0.5476190476190477
Image 42, true label: 5, predicted label: 5, accumulative accuracy: 0.5581395348837209
Image 43, true label: 5, predicted label: 5, accumulative accuracy: 0.5681818181818182
Image 44, true label: 5, predicted label: 5, accumulative accuracy: 0.5777777777777777
Image 45, true label: 5, predicted label: 5, accumulative accuracy: 0.5869565217391305
Image 46, true label: 5, predicted label: 2, accumulative accuracy: 0.574468085106383
Image 47, true label: 5, predicted label: 2, accumulative accuracy: 0.5625
Image 48, true label: 5, predicted label: 5, accumulative accuracy: 0.5714285714285714
Image 49, true label: 5, predicted label: 2, accumulative accuracy: 0.56
total cycles (32767 Hz): 581816
Image 50, true label: 5, predicted label: 2, accumulative accuracy: 0.5490196078431373
Image 51, true label: 5, predicted label: 5, accumulative accuracy: 0.5576923076923077
Image 52, true label: 5, predicted label: 5, accumulative accuracy: 0.5660377358490566
Image 53, true label: 5, predicted label: 5, accumulative accuracy: 0.5740740740740741
Image 54, true label: 5, predicted label: 2, accumulative accuracy: 0.5636363636363636
Image 55, true label: 5, predicted label: 2, accumulative accuracy: 0.5535714285714286
Image 56, true label: 5, predicted label: 2, accumulative accuracy: 0.543859649122807
Image 57, true label: 5, predicted label: 5, accumulative accuracy: 0.5517241379310345
Image 58, true label: 5, predicted label: 5, accumulative accuracy: 0.559322033898305
Image 59, true label: 5, predicted label: 5, accumulative accuracy: 0.5666666666666667
total cycles (32767 Hz): 581772
Image 60, true label: 5, predicted label: 5, accumulative accuracy: 0.5737704918032787
Image 61, true label: 5, predicted label: 5, accumulative accuracy: 0.5806451612903226
Image 62, true label: 5, predicted label: 2, accumulative accuracy: 0.5714285714285714
Image 63, true label: 5, predicted label: 8, accumulative accuracy: 0.5625
Image 64, true label: 5, predicted label: 5, accumulative accuracy: 0.5692307692307692
Image 65, true label: 5, predicted label: 5, accumulative accuracy: 0.5757575757575758
Image 66, true label: 5, predicted label: 8, accumulative accuracy: 0.5671641791044776
Image 67, true label: 5, predicted label: 5, accumulative accuracy: 0.5735294117647058
Image 68, true label: 5, predicted label: 2, accumulative accuracy: 0.5652173913043478
Image 69, true label: 5, predicted label: 5, accumulative accuracy: 0.5714285714285714
total cycles (32767 Hz): 581793
Image 70, true label: 5, predicted label: 4, accumulative accuracy: 0.5633802816901409
Image 71, true label: 5, predicted label: 2, accumulative accuracy: 0.5555555555555556
Image 72, true label: 5, predicted label: 2, accumulative accuracy: 0.547945205479452
Image 73, true label: 5, predicted label: 2, accumulative accuracy: 0.5405405405405406
Image 74, true label: 5, predicted label: 2, accumulative accuracy: 0.5333333333333333
Image 75, true label: 5, predicted label: 8, accumulative accuracy: 0.5263157894736842
Image 76, true label: 5, predicted label: 2, accumulative accuracy: 0.5194805194805194
Image 77, true label: 5, predicted label: 8, accumulative accuracy: 0.5128205128205128
Image 78, true label: 5, predicted label: 2, accumulative accuracy: 0.5063291139240507
Image 79, true label: 5, predicted label: 5, accumulative accuracy: 0.5125
total cycles (32767 Hz): 581787
Image 80, true label: 5, predicted label: 2, accumulative accuracy: 0.5061728395061729
Image 81, true label: 5, predicted label: 2, accumulative accuracy: 0.5
Image 82, true label: 5, predicted label: 5, accumulative accuracy: 0.5060240963855421
Image 83, true label: 5, predicted label: 2, accumulative accuracy: 0.5
Image 84, true label: 5, predicted label: 4, accumulative accuracy: 0.49411764705882355
Image 85, true label: 5, predicted label: 2, accumulative accuracy: 0.4883720930232558
Image 86, true label: 5, predicted label: 2, accumulative accuracy: 0.4827586206896552
