Image 0, true label: 3, predicted label: 3, accumulative accuracy: 1.0
Image 1, true label: 8, predicted label: 8, accumulative accuracy: 1.0
Image 2, true label: 8, predicted label: 8, accumulative accuracy: 1.0
Image 3, true label: 0, predicted label: 8, accumulative accuracy: 0.75
Image 4, true label: 6, predicted label: 6, accumulative accuracy: 0.8
Image 5, true label: 6, predicted label: 6, accumulative accuracy: 0.8333333333333334
Image 6, true label: 1, predicted label: 1, accumulative accuracy: 0.8571428571428571
Image 7, true label: 6, predicted label: 4, accumulative accuracy: 0.75
Image 8, true label: 3, predicted label: 3, accumulative accuracy: 0.7777777777777778
Image 9, true label: 1, predicted label: 1, accumulative accuracy: 0.8
Image 10, true label: 0, predicted label: 0, accumulative accuracy: 0.8181818181818182
Image 11, true label: 9, predicted label: 9, accumulative accuracy: 0.8333333333333334
Image 12, true label: 5, predicted label: 5, accumulative accuracy: 0.8461538461538461
Image 13, true label: 7, predicted label: 7, accumulative accuracy: 0.8571428571428571
Image 14, true label: 9, predicted label: 9, accumulative accuracy: 0.8666666666666667
Image 15, true label: 8, predicted label: 8, accumulative accuracy: 0.875
Image 16, true label: 5, predicted label: 5, accumulative accuracy: 0.8823529411764706
Image 17, true label: 7, predicted label: 7, accumulative accuracy: 0.8888888888888888
Image 18, true label: 8, predicted label: 8, accumulative accuracy: 0.8947368421052632
Image 19, true label: 6, predicted label: 6, accumulative accuracy: 0.9
Image 20, true label: 7, predicted label: 7, accumulative accuracy: 0.9047619047619048
Image 21, true label: 0, predicted label: 0, accumulative accuracy: 0.9090909090909091
Image 22, true label: 4, predicted label: 8, accumulative accuracy: 0.8695652173913043
Image 23, true label: 9, predicted label: 9, accumulative accuracy: 0.875
Image 24, true label: 5, predicted label: 4, accumulative accuracy: 0.84
Image 25, true label: 2, predicted label: 2, accumulative accuracy: 0.8461538461538461
Image 26, true label: 4, predicted label: 4, accumulative accuracy: 0.8518518518518519
Image 27, true label: 0, predicted label: 0, accumulative accuracy: 0.8571428571428571
Image 28, true label: 9, predicted label: 9, accumulative accuracy: 0.8620689655172413
Image 29, true label: 6, predicted label: 6, accumulative accuracy: 0.8666666666666667
Image 30, true label: 6, predicted label: 6, accumulative accuracy: 0.8709677419354839
Image 31, true label: 5, predicted label: 5, accumulative accuracy: 0.875
Image 32, true label: 4, predicted label: 2, accumulative accuracy: 0.8484848484848485
Image 33, true label: 5, predicted label: 5, accumulative accuracy: 0.8529411764705882
Image 34, true label: 9, predicted label: 9, accumulative accuracy: 0.8571428571428571
Image 35, true label: 2, predicted label: 6, accumulative accuracy: 0.8333333333333334
Image 36, true label: 4, predicted label: 4, accumulative accuracy: 0.8378378378378378
Image 37, true label: 1, predicted label: 9, accumulative accuracy: 0.8157894736842105
Image 38, true label: 9, predicted label: 9, accumulative accuracy: 0.8205128205128205
Image 39, true label: 5, predicted label: 5, accumulative accuracy: 0.825
Image 40, true label: 4, predicted label: 2, accumulative accuracy: 0.8048780487804879
Image 41, true label: 6, predicted label: 6, accumulative accuracy: 0.8095238095238095
Image 42, true label: 5, predicted label: 5, accumulative accuracy: 0.813953488372093
Image 43, true label: 6, predicted label: 6, accumulative accuracy: 0.8181818181818182
Image 44, true label: 0, predicted label: 0, accumulative accuracy: 0.8222222222222222
Image 45, true label: 9, predicted label: 9, accumulative accuracy: 0.8260869565217391
Image 46, true label: 3, predicted label: 3, accumulative accuracy: 0.8297872340425532
Image 47, true label: 9, predicted label: 9, accumulative accuracy: 0.8333333333333334
Image 48, true label: 7, predicted label: 4, accumulative accuracy: 0.8163265306122449
Image 49, true label: 6, predicted label: 4, accumulative accuracy: 0.8
Image 50, true label: 9, predicted label: 9, accumulative accuracy: 0.803921568627451
Image 51, true label: 8, predicted label: 8, accumulative accuracy: 0.8076923076923077
Image 52, true label: 0, predicted label: 7, accumulative accuracy: 0.7924528301886793
Image 53, true label: 3, predicted label: 3, accumulative accuracy: 0.7962962962962963
Image 54, true label: 8, predicted label: 8, accumulative accuracy: 0.8
Image 55, true label: 8, predicted label: 8, accumulative accuracy: 0.8035714285714286
Image 56, true label: 7, predicted label: 5, accumulative accuracy: 0.7894736842105263
Image 57, true label: 7, predicted label: 7, accumulative accuracy: 0.7931034482758621
Image 58, true label: 4, predicted label: 3, accumulative accuracy: 0.7796610169491526
Image 59, true label: 6, predicted label: 3, accumulative accuracy: 0.7666666666666667
Image 60, true label: 7, predicted label: 7, accumulative accuracy: 0.7704918032786885
Image 61, true label: 3, predicted label: 5, accumulative accuracy: 0.7580645161290323
Image 62, true label: 6, predicted label: 6, accumulative accuracy: 0.7619047619047619
Image 63, true label: 3, predicted label: 3, accumulative accuracy: 0.765625
Image 64, true label: 6, predicted label: 6, accumulative accuracy: 0.7692307692307693
Image 65, true label: 2, predicted label: 2, accumulative accuracy: 0.7727272727272727
Image 66, true label: 1, predicted label: 8, accumulative accuracy: 0.7611940298507462
Image 67, true label: 2, predicted label: 2, accumulative accuracy: 0.7647058823529411
Image 68, true label: 3, predicted label: 5, accumulative accuracy: 0.7536231884057971
Image 69, true label: 7, predicted label: 7, accumulative accuracy: 0.7571428571428571
Image 70, true label: 2, predicted label: 2, accumulative accuracy: 0.7605633802816901
Image 71, true label: 6, predicted label: 6, accumulative accuracy: 0.7638888888888888
Image 72, true label: 8, predicted label: 8, accumulative accuracy: 0.7671232876712328
Image 73, true label: 8, predicted label: 8, accumulative accuracy: 0.7702702702702703
Image 74, true label: 0, predicted label: 0, accumulative accuracy: 0.7733333333333333
Image 75, true label: 2, predicted label: 2, accumulative accuracy: 0.7763157894736842
Image 76, true label: 9, predicted label: 9, accumulative accuracy: 0.7792207792207793
Image 77, true label: 3, predicted label: 3, accumulative accuracy: 0.782051282051282
Image 78, true label: 3, predicted label: 5, accumulative accuracy: 0.7721518987341772
Image 79, true label: 8, predicted label: 8, accumulative accuracy: 0.775
Image 80, true label: 8, predicted label: 8, accumulative accuracy: 0.7777777777777778
Image 81, true label: 1, predicted label: 1, accumulative accuracy: 0.7804878048780488
Image 82, true label: 1, predicted label: 1, accumulative accuracy: 0.7831325301204819
Image 83, true label: 7, predicted label: 7, accumulative accuracy: 0.7857142857142857
Image 84, true label: 2, predicted label: 2, accumulative accuracy: 0.788235294117647
Image 85, true label: 5, predicted label: 7, accumulative accuracy: 0.7790697674418605
Image 86, true label: 2, predicted label: 2, accumulative accuracy: 0.7816091954022989
Image 87, true label: 7, predicted label: 8, accumulative accuracy: 0.7727272727272727
Image 88, true label: 8, predicted label: 8, accumulative accuracy: 0.7752808988764045
Image 89, true label: 9, predicted label: 9, accumulative accuracy: 0.7777777777777778
Image 90, true label: 0, predicted label: 0, accumulative accuracy: 0.7802197802197802
Image 91, true label: 3, predicted label: 6, accumulative accuracy: 0.7717391304347826
Image 92, true label: 8, predicted label: 8, accumulative accuracy: 0.7741935483870968
Image 93, true label: 6, predicted label: 6, accumulative accuracy: 0.776595744680851
Image 94, true label: 4, predicted label: 4, accumulative accuracy: 0.7789473684210526
Image 95, true label: 6, predicted label: 6, accumulative accuracy: 0.78125
Image 96, true label: 6, predicted label: 6, accumulative accuracy: 0.7835051546391752
Image 97, true label: 0, predicted label: 0, accumulative accuracy: 0.7857142857142857
Image 98, true label: 0, predicted label: 0, accumulative accuracy: 0.7878787878787878
Image 99, true label: 7, predicted label: 7, accumulative accuracy: 0.79
total cycles (32767 Hz): 53376317
Image 100, true label: 4, predicted label: 4, accumulative accuracy: 0.7920792079207921
Image 101, true label: 5, predicted label: 5, accumulative accuracy: 0.7941176470588235
